year,title,url,filename,extension,is_annex_xlsx
2016,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Coimbra 2016.pdf,Coimbra 2016.pdf,pdf,False
2016,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Évora 2016.pdf,Évora 2016.pdf,pdf,False
2016,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Faro 2016.pdf,Faro 2016.pdf,pdf,False
2016,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Guarda 2016.pdf,Guarda 2016.pdf,pdf,False
2016,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Leiria 2016.pdf,Leiria 2016.pdf,pdf,False
2016,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Lisboa 2016.pdf,Lisboa 2016.pdf,pdf,False
2016,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Portalegre 2016.pdf,Portalegre 2016.pdf,pdf,False
2016,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Porto 2016.pdf,Porto 2016.pdf,pdf,False
2016,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Santarém 2016.pdf,Santarém 2016.pdf,pdf,False
2016,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Setúbal 2016.pdf,Setúbal 2016.pdf,pdf,False
2016,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Viana do Castelo 2016.pdf,Viana do Castelo 2016.pdf,pdf,False
2016,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Vila Real 2016.pdf,Vila Real 2016.pdf,pdf,False
2016,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Viseu 2016.pdf,Viseu 2016.pdf,pdf,False
2016,Relatório Anual Sinistralidade Rodoviária 2016 24h,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Relatório Anual Sinistralidade Rodoviária 2016 24h.pdf,Relatório Anual Sinistralidade Rodoviária 2016 24h.pdf,pdf,False
2016,Relatório Anual Sinistralidade Rodoviária 30 dias,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Relatório Anual Sinistralidade Rodoviária 2016 30d.pdf,Relatório Anual Sinistralidade Rodoviária 2016 30d.pdf,pdf,False
2016,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Aveiro 2016 30d.pdf,Aveiro 2016 30d.pdf,pdf,False
2016,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Beja 2016 30d.pdf,Beja 2016 30d.pdf,pdf,False
2016,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Braga 2016 30d.pdf,Braga 2016 30d.pdf,pdf,False
2016,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Bragança 2016 30d.pdf,Bragança 2016 30d.pdf,pdf,False
2016,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Castelo Branco 2016 30d.pdf,Castelo Branco 2016 30d.pdf,pdf,False
2016,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Coimbra 2016 30d.pdf,Coimbra 2016 30d.pdf,pdf,False
2016,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Évora 2016 30d.pdf,Évora 2016 30d.pdf,pdf,False
2016,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Faro 2016 30d.pdf,Faro 2016 30d.pdf,pdf,False
2016,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Guarda 2016 30d.pdf,Guarda 2016 30d.pdf,pdf,False
2016,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Leiria 2016 30d.pdf,Leiria 2016 30d.pdf,pdf,False
2016,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Lisboa 2016 30d.pdf,Lisboa 2016 30d.pdf,pdf,False
2016,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Portalegre 2016 30d.pdf,Portalegre 2016 30d.pdf,pdf,False
2016,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Porto 2016 30d.pdf,Porto 2016 30d.pdf,pdf,False
2016,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Santarém 2016 30d.pdf,Santarém 2016 30d.pdf,pdf,False
2016,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Setúbal 2016 30d.pdf,Setúbal 2016 30d.pdf,pdf,False
2016,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Viana do Castelo 2016 30d.pdf,Viana do Castelo 2016 30d.pdf,pdf,False
2016,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Vila Real 2016 30d.pdf,Vila Real 2016 30d.pdf,pdf,False
2016,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2016/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Viseu 2016 30d.pdf,Viseu 2016 30d.pdf,pdf,False
2015,Relatório Anual - 2015,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Rel2015_anual24horas.pdf,Rel2015_anual24horas.pdf,pdf,False
2015,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Aveiro 2015.pdf,Aveiro 2015.pdf,pdf,False
2015,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Beja 2015.pdf,Beja 2015.pdf,pdf,False
2015,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Braga 2015.pdf,Braga 2015.pdf,pdf,False
2015,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Bragança 2015.pdf,Bragança 2015.pdf,pdf,False
2015,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Castelo Branco 2015.pdf,Castelo Branco 2015.pdf,pdf,False
2015,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Coimbra 2015.pdf,Coimbra 2015.pdf,pdf,False
2015,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Évora 2015.pdf,Évora 2015.pdf,pdf,False
2015,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Faro 2015.pdf,Faro 2015.pdf,pdf,False
2015,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Guarda 2015.pdf,Guarda 2015.pdf,pdf,False
2015,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Leiria 2015.pdf,Leiria 2015.pdf,pdf,False
2015,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Lisboa 2015.pdf,Lisboa 2015.pdf,pdf,False
2015,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Portalegre 2015.pdf,Portalegre 2015.pdf,pdf,False
2015,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Porto 2015.pdf,Porto 2015.pdf,pdf,False
2015,SAntarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Santarém 2015.pdf,Santarém 2015.pdf,pdf,False
2015,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Setúbal 2015.pdf,Setúbal 2015.pdf,pdf,False
2015,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Viana do Castelo 2015.pdf,Viana do Castelo 2015.pdf,pdf,False
2015,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Vila Real 2015.pdf,Vila Real 2015.pdf,pdf,False
2015,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 24 HORAS/Viseu 2015.pdf,Viseu 2015.pdf,pdf,False
2015,Relatório Anual - 2015,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Rel2015_anual30dias.pdf,Rel2015_anual30dias.pdf,pdf,False
2015,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Aveiro 2015 30d.pdf,Aveiro 2015 30d.pdf,pdf,False
2015,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Beja 2015 30d.pdf,Beja 2015 30d.pdf,pdf,False
2015,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Braga 2015 30d.pdf,Braga 2015 30d.pdf,pdf,False
2015,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Bragança 2015 30d.pdf,Bragança 2015 30d.pdf,pdf,False
2015,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Castelo Branco 2015 30d.pdf,Castelo Branco 2015 30d.pdf,pdf,False
2015,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Coimbra 2015 30d.pdf,Coimbra 2015 30d.pdf,pdf,False
2015,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Évora 2015 30d.pdf,Évora 2015 30d.pdf,pdf,False
2015,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Faro 2015 30d.pdf,Faro 2015 30d.pdf,pdf,False
2015,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Guarda 2015 30d.pdf,Guarda 2015 30d.pdf,pdf,False
2015,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Leiria 2015 30d.pdf,Leiria 2015 30d.pdf,pdf,False
2015,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Lisboa 2015 30d.pdf,Lisboa 2015 30d.pdf,pdf,False
2015,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Portalegre 2015 30d.pdf,Portalegre 2015 30d.pdf,pdf,False
2015,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Porto 2015 30d.pdf,Porto 2015 30d.pdf,pdf,False
2015,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Santarém 2015 30d.pdf,Santarém 2015 30d.pdf,pdf,False
2015,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Setúbal 2015 30d.pdf,Setúbal 2015 30d.pdf,pdf,False
2015,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Viana do Castelo 2015 30d.pdf,Viana do Castelo 2015 30d.pdf,pdf,False
2015,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Vila Real 2015 30d.pdf,Vila Real 2015 30d.pdf,pdf,False
2015,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2015/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Viseu 2015 30d.pdf,Viseu 2015 30d.pdf,pdf,False
2014,Relatório Anual - 2014,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Relatório Anual de Sinistralidade Rodoviária - 2014.pdf,Relatório Anual de Sinistralidade Rodoviária - 2014.pdf,pdf,False
2014,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Aveiro_2014.pdf,Aveiro_2014.pdf,pdf,False
2014,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Beja_2014.pdf,Beja_2014.pdf,pdf,False
2014,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Braga_2014.pdf,Braga_2014.pdf,pdf,False
2014,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Bragança_2014.pdf,Bragança_2014.pdf,pdf,False
2014,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Castelo_Branco_2014.pdf,Castelo_Branco_2014.pdf,pdf,False
2014,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Coimbra_2014.pdf,Coimbra_2014.pdf,pdf,False
2014,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Évora_2014.pdf,Évora_2014.pdf,pdf,False
2014,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Faro_2014.pdf,Faro_2014.pdf,pdf,False
2014,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Guarda_2014.pdf,Guarda_2014.pdf,pdf,False
2014,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Leiria_2014.pdf,Leiria_2014.pdf,pdf,False
2014,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Lisboa_2014.pdf,Lisboa_2014.pdf,pdf,False
2014,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Portalegre_2014.pdf,Portalegre_2014.pdf,pdf,False
2014,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Porto_2014.pdf,Porto_2014.pdf,pdf,False
2014,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Santarém_2014.pdf,Santarém_2014.pdf,pdf,False
2014,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Setúbal_2014.pdf,Setúbal_2014.pdf,pdf,False
2014,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Viana_do_Castelo_2014.pdf,Viana_do_Castelo_2014.pdf,pdf,False
2014,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Vila_Real_2014.pdf,Vila_Real_2014.pdf,pdf,False
2014,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL- VÍTIMAS A 24 HORAS/Viseu_2014.pdf,Viseu_2014.pdf,pdf,False
2014,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Aveiro_30dias_2014.pdf,Aveiro_30dias_2014.pdf,pdf,False
2014,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Beja_30dias_2014.pdf,Beja_30dias_2014.pdf,pdf,False
2014,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Braga_30dias_2014.pdf,Braga_30dias_2014.pdf,pdf,False
2014,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Bragança_30dias_2014.pdf,Bragança_30dias_2014.pdf,pdf,False
2014,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Castelo_Branco_30dias_2014.pdf,Castelo_Branco_30dias_2014.pdf,pdf,False
2014,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Coimbra_30dias_2014.pdf,Coimbra_30dias_2014.pdf,pdf,False
2014,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Évora_30dias_2014.pdf,Évora_30dias_2014.pdf,pdf,False
2014,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Faro_30dias_2014.pdf,Faro_30dias_2014.pdf,pdf,False
2014,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Guarda_30dias_2014.pdf,Guarda_30dias_2014.pdf,pdf,False
2014,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Leiria_30dias_2014.pdf,Leiria_30dias_2014.pdf,pdf,False
2014,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Lisboa_30dias_2014.pdf,Lisboa_30dias_2014.pdf,pdf,False
2014,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Portalegre_30dias_2014.pdf,Portalegre_30dias_2014.pdf,pdf,False
2014,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Porto_30dias_2014.pdf,Porto_30dias_2014.pdf,pdf,False
2014,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Santarém_30dias_2014.pdf,Santarém_30dias_2014.pdf,pdf,False
2014,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Setúbal_30dias_2014.pdf,Setúbal_30dias_2014.pdf,pdf,False
2014,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Viana_do_Castelo_30dias_2014.pdf,Viana_do_Castelo_30dias_2014.pdf,pdf,False
2014,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Vila_Real_30dias_2014.pdf,Vila_Real_30dias_2014.pdf,pdf,False
2014,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Viseu_30dias_2014.pdf,Viseu_30dias_2014.pdf,pdf,False
2014,Relatório Anual - 2014,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2014/RELATÓRIO ANUAL - VÍTIMAS A 30 DIAS/Rel_2014_30dias.pdf,Rel_2014_30dias.pdf,pdf,False
2013,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Aveiro 2013- vítimas a 24 horas.pdf,Aveiro 2013- vítimas a 24 horas.pdf,pdf,False
2013,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Beja 2013- vítimas a 24 horas.pdf,Beja 2013- vítimas a 24 horas.pdf,pdf,False
2013,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Braga 2013- vítimas a 24 horas.pdf,Braga 2013- vítimas a 24 horas.pdf,pdf,False
2013,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Bragança 2013- vítimas a 24 horas.pdf,Bragança 2013- vítimas a 24 horas.pdf,pdf,False
2013,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Castelo Branco 2013- vítimas a 24 horas.pdf,Castelo Branco 2013- vítimas a 24 horas.pdf,pdf,False
2013,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Coimbra 2013- vítimas a 24 horas.pdf,Coimbra 2013- vítimas a 24 horas.pdf,pdf,False
2013,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Évora 2013- vítimas a 24 horas.pdf,Évora 2013- vítimas a 24 horas.pdf,pdf,False
2013,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Faro 2013- vítimas a 24 horas.pdf,Faro 2013- vítimas a 24 horas.pdf,pdf,False
2013,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Guarda 2013- vítimas a 24 horas.pdf,Guarda 2013- vítimas a 24 horas.pdf,pdf,False
2013,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Leiria 2013- vítimas a 24 horas.pdf,Leiria 2013- vítimas a 24 horas.pdf,pdf,False
2013,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Lisboa 2013- vítimas a 24 horas.pdf,Lisboa 2013- vítimas a 24 horas.pdf,pdf,False
