year,title,url,filename,extension,is_annex_xlsx
2010,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Portalegre 2010- vítimas a 30 dias.pdf,Portalegre 2010- vítimas a 30 dias.pdf,pdf,False
2010,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Porto 2010- vítimas a 30 dias.pdf,Porto 2010- vítimas a 30 dias.pdf,pdf,False
2010,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Santarém 2010- vítimas a 30 dias.pdf,Santarém 2010- vítimas a 30 dias.pdf,pdf,False
2010,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Setúbal 2010- vítimas a 30 dias.pdf,Setúbal 2010- vítimas a 30 dias.pdf,pdf,False
2010,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Viana do Castelo 2010- vítimas a 30 dias.pdf,Viana do Castelo 2010- vítimas a 30 dias.pdf,pdf,False
2010,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Vila Real 2010- vítimas a 30 dias.pdf,Vila Real 2010- vítimas a 30 dias.pdf,pdf,False
2010,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Viseu 2010- vítimas a 30 dias.pdf,Viseu 2010- vítimas a 30 dias.pdf,pdf,False
2010,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/RelatorioNacional_Vitimas30Dias_2010.pdf,RelatorioNacional_Vitimas30Dias_2010.pdf,pdf,False
2010,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Aveiro 2010- vítimas a 24 horas.pdf,Aveiro 2010- vítimas a 24 horas.pdf,pdf,False
2010,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Beja 2010- vítimas a 24 horas.pdf,Beja 2010- vítimas a 24 horas.pdf,pdf,False
2010,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Braga 2010- vítimas a 24 horas.pdf,Braga 2010- vítimas a 24 horas.pdf,pdf,False
2010,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Bragança 2010- vítimas a 24 horas.pdf,Bragança 2010- vítimas a 24 horas.pdf,pdf,False
2010,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Castelo Branco 2010- vítimas a 24 horas.pdf,Castelo Branco 2010- vítimas a 24 horas.pdf,pdf,False
2010,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Coimbra 2010- vítimas a 24 horas.pdf,Coimbra 2010- vítimas a 24 horas.pdf,pdf,False
2010,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Évora 2010- vítimas a 24 horas.pdf,Évora 2010- vítimas a 24 horas.pdf,pdf,False
2010,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Faro 2010- vítimas a 24 horas.pdf,Faro 2010- vítimas a 24 horas.pdf,pdf,False
2010,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Guarda 2010- vítimas a 24 horas.pdf,Guarda 2010- vítimas a 24 horas.pdf,pdf,False
2010,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Leiria 2010- vítimas a 24 horas.pdf,Leiria 2010- vítimas a 24 horas.pdf,pdf,False
2010,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Lisboa 2010- vítimas a 24 horas.pdf,Lisboa 2010- vítimas a 24 horas.pdf,pdf,False
2010,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Portalegre 2010- vítimas a 24 horas.pdf,Portalegre 2010- vítimas a 24 horas.pdf,pdf,False
2010,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Porto 2010- vítimas a 24 horas.pdf,Porto 2010- vítimas a 24 horas.pdf,pdf,False
2010,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Santarém 2010- vítimas a 24 horas.pdf,Santarém 2010- vítimas a 24 horas.pdf,pdf,False
2010,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Setúbal 2010- vítimas a 24 horas.pdf,Setúbal 2010- vítimas a 24 horas.pdf,pdf,False
2010,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Viana do Castelo 2010- vítimas a 24 horas.pdf,Viana do Castelo 2010- vítimas a 24 horas.pdf,pdf,False
2010,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Vila Real 2010- vítimas a 24 horas.pdf,Vila Real 2010- vítimas a 24 horas.pdf,pdf,False
2010,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Viseu 2010- vítimas a 24 horas.pdf,Viseu 2010- vítimas a 24 horas.pdf,pdf,False
2010,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 24 horas/Rel_anual_2010.pdf,Rel_anual_2010.pdf,pdf,False
2009,Relatório Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual/Relatório Anual 2009.pdf,Relatório Anual 2009.pdf,pdf,False
2009,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Aveiro 2009.pdf,Aveiro 2009.pdf,pdf,False
2009,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Beja 2009.pdf,Beja 2009.pdf,pdf,False
2009,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Braga 2009.pdf,Braga 2009.pdf,pdf,False
2009,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Bragança 2009.pdf,Bragança 2009.pdf,pdf,False
2009,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Castelo Branco 2009.pdf,Castelo Branco 2009.pdf,pdf,False
2009,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Coimbra 2009.pdf,Coimbra 2009.pdf,pdf,False
2009,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Évora 2009.pdf,Évora 2009.pdf,pdf,False
2009,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Faro 2009.pdf,Faro 2009.pdf,pdf,False
2009,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Guarda 2009.pdf,Guarda 2009.pdf,pdf,False
2009,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Leiria 2009.pdf,Leiria 2009.pdf,pdf,False
2009,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Lisboa 2009.pdf,Lisboa 2009.pdf,pdf,False
2009,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Portalegre 2009.pdf,Portalegre 2009.pdf,pdf,False
2009,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Porto 2009.pdf,Porto 2009.pdf,pdf,False
2009,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Santarém 2009.pdf,Santarém 2009.pdf,pdf,False
2009,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Setúbal 2009.pdf,Setúbal 2009.pdf,pdf,False
2009,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Viana do Castelo 2009.pdf,Viana do Castelo 2009.pdf,pdf,False
2009,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Vila Real 2009.pdf,Vila Real 2009.pdf,pdf,False
2009,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2009/Relatório Anual por Distrito/Viseu 2009.pdf,Viseu 2009.pdf,pdf,False
2008,Relatório Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual/Relatório Anual 2008.pdf,Relatório Anual 2008.pdf,pdf,False
2008,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Aveiro 2008.pdf,Aveiro 2008.pdf,pdf,False
2008,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Beja 2008.pdf,Beja 2008.pdf,pdf,False
2008,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Braga 2008.pdf,Braga 2008.pdf,pdf,False
2008,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Bragança 2008.pdf,Bragança 2008.pdf,pdf,False
2008,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Castelo Branco 2008.pdf,Castelo Branco 2008.pdf,pdf,False
2008,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Coimbra 2008.pdf,Coimbra 2008.pdf,pdf,False
2008,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Évora 2008.pdf,Évora 2008.pdf,pdf,False
2008,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Faro 2008.pdf,Faro 2008.pdf,pdf,False
2008,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Guarda 2008.pdf,Guarda 2008.pdf,pdf,False
2008,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Leiria 2008.pdf,Leiria 2008.pdf,pdf,False
2008,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Lisboa 2008.pdf,Lisboa 2008.pdf,pdf,False
2008,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Portalegre 2008.pdf,Portalegre 2008.pdf,pdf,False
2008,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Porto 2008.pdf,Porto 2008.pdf,pdf,False
2008,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Santarém 2008.pdf,Santarém 2008.pdf,pdf,False
2008,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Setúbal 2008.pdf,Setúbal 2008.pdf,pdf,False
2008,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Viana do Castelo 2008.pdf,Viana do Castelo 2008.pdf,pdf,False
2008,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Vila Real 2008.pdf,Vila Real 2008.pdf,pdf,False
2008,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2008/Relatório Anual por Distrito/Viseu 2008.pdf,Viseu 2008.pdf,pdf,False
2007,Relatório Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual/Relatório Anual 2007.pdf,Relatório Anual 2007.pdf,pdf,False
2007,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Aveiro 2007.pdf,Aveiro 2007.pdf,pdf,False
2007,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Beja 2007.pdf,Beja 2007.pdf,pdf,False
2007,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Braga 2007.pdf,Braga 2007.pdf,pdf,False
2007,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Bragança 2007.pdf,Bragança 2007.pdf,pdf,False
2007,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Castelo Branco 2007.pdf,Castelo Branco 2007.pdf,pdf,False
2007,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Coimbra 2007.pdf,Coimbra 2007.pdf,pdf,False
2007,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Évora 2007.pdf,Évora 2007.pdf,pdf,False
2007,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Faro 2007.pdf,Faro 2007.pdf,pdf,False
2007,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Guarda 2007.pdf,Guarda 2007.pdf,pdf,False
2007,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Leiria 2007.pdf,Leiria 2007.pdf,pdf,False
2007,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Lisboa 2007.pdf,Lisboa 2007.pdf,pdf,False
2007,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Portalegre 2007.pdf,Portalegre 2007.pdf,pdf,False
2007,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Porto 2007.pdf,Porto 2007.pdf,pdf,False
2007,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Santarém 2007.pdf,Santarém 2007.pdf,pdf,False
2007,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Setúbal 2007.pdf,Setúbal 2007.pdf,pdf,False
2007,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Viana do Castelo 2007.pdf,Viana do Castelo 2007.pdf,pdf,False
2007,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Vila Real 2007.pdf,Vila Real 2007.pdf,pdf,False
2007,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2007/Relatório Anual por Distrito/Viseu 2007.pdf,Viseu 2007.pdf,pdf,False
2006,Relatório Anual (PDF),http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual/Relatório Anual 2006 (PDF).pdf,Relatório Anual 2006 (PDF).pdf,pdf,False
2006,Relatório Anual (ZIP),http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual/relatório Anual 2006 (ZIP).zip,relatório Anual 2006 (ZIP).zip,zip,False
2006,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Aveiro 2006.pdf,Aveiro 2006.pdf,pdf,False
2006,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Beja 2006.pdf,Beja 2006.pdf,pdf,False
2006,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Braga 2006.pdf,Braga 2006.pdf,pdf,False
2006,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Bragança 2006.pdf,Bragança 2006.pdf,pdf,False
2006,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Castelo Branco 2006.pdf,Castelo Branco 2006.pdf,pdf,False
2006,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Coimbra 2006.pdf,Coimbra 2006.pdf,pdf,False
2006,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Évora 2006.pdf,Évora 2006.pdf,pdf,False
2006,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Faro 2006.pdf,Faro 2006.pdf,pdf,False
2006,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Guarda 2006.pdf,Guarda 2006.pdf,pdf,False
2006,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Leiria 2006.pdf,Leiria 2006.pdf,pdf,False
2006,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Lisboa 2006.pdf,Lisboa 2006.pdf,pdf,False
2006,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Portalegre 2006.pdf,Portalegre 2006.pdf,pdf,False
2006,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Porto 2006.pdf,Porto 2006.pdf,pdf,False
2006,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Santarém 2006.pdf,Santarém 2006.pdf,pdf,False
2006,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Setúbal 2006.pdf,Setúbal 2006.pdf,pdf,False
2006,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Viana do Castelo 2006.pdf,Viana do Castelo 2006.pdf,pdf,False
2006,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Vila Real 2006.pdf,Vila Real 2006.pdf,pdf,False
2006,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2006/Relatório Anual por Distrito/Viseu 2006.pdf,Viseu 2006.pdf,pdf,False
2005,Relatório Anual  (PDF),http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual/Relatório Anual 2005 (PDF).pdf,Relatório Anual 2005 (PDF).pdf,pdf,False
2005,Relatório Anual (ZIP),http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual/Relatório Anual 2005 (ZIP).zip,Relatório Anual 2005 (ZIP).zip,zip,False
2005,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Aveiro 2005.pdf,Aveiro 2005.pdf,pdf,False
2005,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Beja 2005.pdf,Beja 2005.pdf,pdf,False
2005,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Braga 2005.pdf,Braga 2005.pdf,pdf,False
2005,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Bragança 2005.pdf,Bragança 2005.pdf,pdf,False
2005,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Castelo Branco 2005.pdf,Castelo Branco 2005.pdf,pdf,False
2005,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Coimbra 2005.pdf,Coimbra 2005.pdf,pdf,False
2005,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Évora 2005.pdf,Évora 2005.pdf,pdf,False
2005,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Faro 2005.pdf,Faro 2005.pdf,pdf,False
2005,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Guarda 2005.pdf,Guarda 2005.pdf,pdf,False
2005,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Leiria 2005.pdf,Leiria 2005.pdf,pdf,False
2005,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Lisboa 2005.pdf,Lisboa 2005.pdf,pdf,False
2005,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Portalegre 2005.pdf,Portalegre 2005.pdf,pdf,False
2005,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Porto 2005.pdf,Porto 2005.pdf,pdf,False
2005,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Santarém 2005.pdf,Santarém 2005.pdf,pdf,False
2005,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Setúbal 2005.pdf,Setúbal 2005.pdf,pdf,False
2005,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Viana do Castelo 2005.pdf,Viana do Castelo 2005.pdf,pdf,False
2005,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Vila Real 2005.pdf,Vila Real 2005.pdf,pdf,False
2005,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2005/Relatório Anual por Distrito/Viseu 2005.pdf,Viseu 2005.pdf,pdf,False
2004,Relatório Anual (PDF),http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual/Relatório Anual 2004 (PDF).pdf,Relatório Anual 2004 (PDF).pdf,pdf,False
2004,Relatório Anual (ZIP),http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual/Relatório Anual 2004 (ZIP).zip,Relatório Anual 2004 (ZIP).zip,zip,False
2004,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Aveiro 2004.pdf,Aveiro 2004.pdf,pdf,False
2004,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Beja 2004.pdf,Beja 2004.pdf,pdf,False
2004,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Braga 2004.pdf,Braga 2004.pdf,pdf,False
2004,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Bragança 2004.pdf,Bragança 2004.pdf,pdf,False
2004,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Castelo Branco 2004.pdf,Castelo Branco 2004.pdf,pdf,False
2004,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Coimbra 2004.pdf,Coimbra 2004.pdf,pdf,False
2004,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Évora.pdf,Évora.pdf,pdf,False
2004,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Faro 2004.pdf,Faro 2004.pdf,pdf,False
2004,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Guarda 2004.pdf,Guarda 2004.pdf,pdf,False
2004,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Leiria 2004.pdf,Leiria 2004.pdf,pdf,False
2004,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Lisboa 2004.pdf,Lisboa 2004.pdf,pdf,False
2004,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Portalegre 2004.pdf,Portalegre 2004.pdf,pdf,False
2004,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Porto 2004.pdf,Porto 2004.pdf,pdf,False
2004,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Santarém 2004.pdf,Santarém 2004.pdf,pdf,False
2004,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2004/Relatório Anual por Distrito/Setúbal 2004.pdf,Setúbal 2004.pdf,pdf,False
