distrito,ano,concelho,acidentes_com_vitimas,vitimas_mortais,feridos_graves,feridos_leves,total_vitimas,indice_gravidade,source_file
Évora,2008,Évora,163,4,20,201,225,2.5,Évora 2008.pdf
Évora,2008,Montemor-o-Novo,76,9,16,92,117,11.8,Évora 2008.pdf
Évora,2008,Mora,15,1,1,16,18,6.7,Évora 2008.pdf
Évora,2008,Mourão,8,0,3,6,9,0.0,Évora 2008.pdf
Évora,2008,Portel,17,2,2,20,24,11.8,Évora 2008.pdf
Évora,2008,Redondo,20,1,0,25,26,5.0,Évora 2008.pdf
Évora,2008,R.de Monsaraz,33,1,2,48,51,3.0,Évora 2008.pdf
Évora,2008,Vendas Novas,49,0,5,62,67,0.0,Évora 2008.pdf
Évora,2008,Viana do Alentejo,26,2,4,28,34,7.7,Évora 2008.pdf
Évora,2008,Vila Viçosa,11,0,2,12,14,0.0,Évora 2008.pdf
Aveiro,2009,Águeda,200,7,25,234,266,3.5,Aveiro 2009.pdf
Aveiro,2009,Alb-a-Velha,165,5,7,204,216,3.0,Aveiro 2009.pdf
Aveiro,2009,Anadia,130,4,6,151,161,3.1,Aveiro 2009.pdf
Aveiro,2009,Arouca,79,0,5,95,100,0.0,Aveiro 2009.pdf
Aveiro,2009,Aveiro,380,4,23,438,465,1.1,Aveiro 2009.pdf
Aveiro,2009,Castelo de Paiva,54,1,1,65,67,1.9,Aveiro 2009.pdf
Aveiro,2009,Espinho,105,2,3,130,135,1.9,Aveiro 2009.pdf
Aveiro,2009,Estarreja,129,2,7,175,184,1.6,Aveiro 2009.pdf
Aveiro,2009,Ílhavo,157,2,3,195,200,1.3,Aveiro 2009.pdf
Aveiro,2009,Mealhada,93,0,4,119,123,0.0,Aveiro 2009.pdf
Aveiro,2009,Murtosa,45,0,3,56,59,0.0,Aveiro 2009.pdf
Aveiro,2009,Oliveira de Azeméis,220,6,11,267,284,2.7,Aveiro 2009.pdf
Aveiro,2009,Oliveira do Bairro,121,3,5,156,164,2.5,Aveiro 2009.pdf
Aveiro,2009,Ovar,203,4,12,264,280,2.0,Aveiro 2009.pdf
Aveiro,2009,Sta. Maria da Feira,481,10,31,600,641,2.1,Aveiro 2009.pdf
Aveiro,2009,S. João da Madeira,83,0,8,85,93,0.0,Aveiro 2009.pdf
Aveiro,2009,Sever do Vouga,50,3,4,57,64,6.0,Aveiro 2009.pdf
Aveiro,2009,Vagos,119,6,0,142,148,5.0,Aveiro 2009.pdf
Aveiro,2009,Vale de Cambra,62,3,3,76,82,4.8,Aveiro 2009.pdf
Beja,2009,Aljustrel,52,2,15,66,83,3.8,Beja 2009.pdf
Beja,2009,Almodovar,21,0,7,36,43,0.0,Beja 2009.pdf
Beja,2009,Alvito,8,0,1,7,8,0.0,Beja 2009.pdf
Beja,2009,Barrancos,3,0,0,3,3,0.0,Beja 2009.pdf
Beja,2009,Beja,110,3,11,119,133,2.7,Beja 2009.pdf
Beja,2009,Castro Verde,30,3,5,45,53,10.0,Beja 2009.pdf
Beja,2009,Cuba,13,0,4,16,20,0.0,Beja 2009.pdf
Beja,2009,Ferreira do Alentejo,55,6,15,72,93,10.9,Beja 2009.pdf
Beja,2009,Mertola,36,0,1,52,53,0.0,Beja 2009.pdf
Beja,2009,Moura,39,0,5,47,52,0.0,Beja 2009.pdf
Beja,2009,Odemira,122,7,21,130,158,5.7,Beja 2009.pdf
Beja,2009,Ourique,54,4,6,72,82,7.4,Beja 2009.pdf
Beja,2009,Serpa,42,1,7,46,54,2.4,Beja 2009.pdf
Beja,2009,Vidigueira,18,0,1,24,25,0.0,Beja 2009.pdf
Braga,2009,Amares,84,0,4,123,127,0.0,Braga 2009.pdf
Braga,2009,Barcelos,350,7,19,457,483,2.0,Braga 2009.pdf
Braga,2009,Braga,568,7,42,718,767,1.2,Braga 2009.pdf
Braga,2009,Cab. de Basto,56,2,2,75,79,3.6,Braga 2009.pdf
Braga,2009,Celorico de Basto,44,0,2,55,57,0.0,Braga 2009.pdf
Braga,2009,Esposende,191,3,13,270,286,1.6,Braga 2009.pdf
Braga,2009,Fafe,192,3,13,242,258,1.6,Braga 2009.pdf
Braga,2009,Guimarães,475,12,57,579,648,2.5,Braga 2009.pdf
Braga,2009,Póvoa de Lanhoso,87,1,4,135,140,1.1,Braga 2009.pdf
Braga,2009,Terras de Bouro,20,1,2,24,27,5.0,Braga 2009.pdf
Braga,2009,Vieira do Minho,39,4,3,54,61,10.3,Braga 2009.pdf
Braga,2009,V. N. de Famalicão,508,7,16,683,706,1.4,Braga 2009.pdf
Braga,2009,Vila Verde,193,7,13,260,280,3.6,Braga 2009.pdf
Braga,2009,Vizela,47,1,7,60,68,2.1,Braga 2009.pdf
Bragança,2009,Alfandega da Fé,14,0,1,18,19,0.0,Bragança 2009.pdf
Bragança,2009,Bragança,91,4,12,115,131,4.4,Bragança 2009.pdf
Bragança,2009,Car. de Ansiães,8,0,2,11,13,0.0,Bragança 2009.pdf
Bragança,2009,Freixo Esp. a Cinta,9,0,1,17,18,0.0,Bragança 2009.pdf
Bragança,2009,M. de Cavaleiros,63,0,6,80,86,0.0,Bragança 2009.pdf
Bragança,2009,Miranda do Douro,15,2,2,15,19,13.3,Bragança 2009.pdf
Bragança,2009,Mirandela,92,1,15,105,121,1.1,Bragança 2009.pdf
Bragança,2009,Mogadouro,28,1,8,26,35,3.6,Bragança 2009.pdf
Bragança,2009,Torre de Moncorvo,27,1,4,37,42,3.7,Bragança 2009.pdf
Bragança,2009,Vila Flor,27,0,1,36,37,0.0,Bragança 2009.pdf
Bragança,2009,Vimioso,22,1,0,28,29,4.5,Bragança 2009.pdf
Bragança,2009,Vinhais,23,0,6,28,34,0.0,Bragança 2009.pdf
Castelo Branco,2009,Belmonte,35,0,3,44,47,0.0,Castelo Branco 2009.pdf
Castelo Branco,2009,Castelo Branco,174,3,29,189,221,1.7,Castelo Branco 2009.pdf
Castelo Branco,2009,Covilhã,139,2,20,164,186,1.4,Castelo Branco 2009.pdf
Castelo Branco,2009,Fundão,99,4,11,154,169,4.0,Castelo Branco 2009.pdf
Castelo Branco,2009,Idanha-a-Nova,46,5,8,50,63,10.9,Castelo Branco 2009.pdf
Castelo Branco,2009,Oleiros,20,0,4,19,23,0.0,Castelo Branco 2009.pdf
Castelo Branco,2009,Penamacor,22,1,4,20,25,4.5,Castelo Branco 2009.pdf
Castelo Branco,2009,Proença-a-Nova,33,1,7,43,51,3.0,Castelo Branco 2009.pdf
Castelo Branco,2009,Sertã,54,0,12,57,69,0.0,Castelo Branco 2009.pdf
Castelo Branco,2009,V. Velha de Ródão,20,0,2,27,29,0.0,Castelo Branco 2009.pdf
Castelo Branco,2009,Vila de Rei,22,1,1,31,33,4.5,Castelo Branco 2009.pdf
Coimbra,2009,Arganil,36,2,8,40,50,5.6,Coimbra 2009.pdf
Coimbra,2009,Cantanhede,156,5,10,189,204,3.2,Coimbra 2009.pdf
Coimbra,2009,Coimbra,709,10,34,876,920,1.4,Coimbra 2009.pdf
Coimbra,2009,Condeixa-a-Nova,74,4,2,90,96,5.4,Coimbra 2009.pdf
Coimbra,2009,Figueira da Foz,292,6,21,349,376,2.1,Coimbra 2009.pdf
Coimbra,2009,Góis,18,2,3,16,21,11.1,Coimbra 2009.pdf
Coimbra,2009,Lousa,70,0,1,86,87,0.0,Coimbra 2009.pdf
Coimbra,2009,Mira,50,0,1,63,64,0.0,Coimbra 2009.pdf
Coimbra,2009,Miranda do Corvo,33,0,2,51,53,0.0,Coimbra 2009.pdf
Coimbra,2009,Montemor-o-Velho,116,2,1,142,145,1.7,Coimbra 2009.pdf
Coimbra,2009,Oliveira do Hospital,79,0,4,104,108,0.0,Coimbra 2009.pdf
Coimbra,2009,Pampilhosa Serra,13,1,0,17,18,7.7,Coimbra 2009.pdf
Coimbra,2009,Penacova,83,0,1,108,109,0.0,Coimbra 2009.pdf
Coimbra,2009,Penela,32,0,2,41,43,0.0,Coimbra 2009.pdf
Coimbra,2009,Soure,64,2,5,72,79,3.1,Coimbra 2009.pdf
Coimbra,2009,Tábua,72,2,3,90,95,2.8,Coimbra 2009.pdf
Coimbra,2009,V. N. de Poiares,27,1,1,32,34,3.7,Coimbra 2009.pdf
Faro,2009,Albufeira,227,6,24,281,311,2.6,Faro 2009.pdf
Faro,2009,Alcoutim,19,0,7,21,28,0.0,Faro 2009.pdf
Faro,2009,Aljezur,31,0,11,30,41,0.0,Faro 2009.pdf
Faro,2009,Castro Marim,37,2,3,44,49,5.4,Faro 2009.pdf
Faro,2009,Faro,314,6,25,380,411,1.9,Faro 2009.pdf
Faro,2009,Lagoa,92,0,9,104,113,0.0,Faro 2009.pdf
Faro,2009,Lagos,110,2,14,132,148,1.8,Faro 2009.pdf
Faro,2009,Loulé,327,4,35,385,424,1.2,Faro 2009.pdf
Faro,2009,Monchique,28,1,1,30,32,3.6,Faro 2009.pdf
Faro,2009,Olhão,170,6,15,199,220,3.5,Faro 2009.pdf
Faro,2009,Portimão,195,3,27,234,264,1.5,Faro 2009.pdf
Faro,2009,S. Brás de Alportel,43,1,6,53,60,2.3,Faro 2009.pdf
Faro,2009,Silves,163,2,36,201,239,1.2,Faro 2009.pdf
Faro,2009,Tavira,112,6,19,137,162,5.4,Faro 2009.pdf
Faro,2009,Vila do Bispo,29,3,6,33,42,10.3,Faro 2009.pdf
Faro,2009,V. R. St. António,64,0,3,74,77,0.0,Faro 2009.pdf
Guarda,2009,Aguiar da Beira,22,1,4,19,24,4.5,Guarda 2009.pdf
Guarda,2009,Almeida,29,0,4,36,40,0.0,Guarda 2009.pdf
Guarda,2009,Celorico da Beira,47,2,7,59,68,4.3,Guarda 2009.pdf
Guarda,2009,Fig. Cast. Rodrigo,10,0,5,11,16,0.0,Guarda 2009.pdf
Guarda,2009,F. de Algodres,17,1,0,18,19,5.9,Guarda 2009.pdf
Guarda,2009,Gouveia,35,1,1,39,41,2.9,Guarda 2009.pdf
Guarda,2009,Guarda,124,5,12,154,171,4.0,Guarda 2009.pdf
Guarda,2009,Manteigas,9,0,0,11,11,0.0,Guarda 2009.pdf
Guarda,2009,Meda,24,0,8,27,35,0.0,Guarda 2009.pdf
Guarda,2009,Pinhel,24,1,3,34,38,4.2,Guarda 2009.pdf
Guarda,2009,Sabugal,34,0,1,44,45,0.0,Guarda 2009.pdf
Guarda,2009,Seia,67,3,4,75,82,4.5,Guarda 2009.pdf
Guarda,2009,Trancoso,40,2,5,46,53,5.0,Guarda 2009.pdf
Guarda,2009,V. N. Foz Côa,14,1,1,14,16,7.1,Guarda 2009.pdf
Leiria,2009,Alcobaça,265,8,22,302,332,3.0,Leiria 2009.pdf
Leiria,2009,Alvaiázere,39,1,6,51,58,2.6,Leiria 2009.pdf
Leiria,2009,Ansião,71,6,17,70,93,8.5,Leiria 2009.pdf
Leiria,2009,Batalha,63,1,7,77,85,1.6,Leiria 2009.pdf
Leiria,2009,Bombarral,63,2,9,72,83,3.2,Leiria 2009.pdf
Leiria,2009,Caldas da Rainha,230,5,9,278,292,2.2,Leiria 2009.pdf
Leiria,2009,Cast. de Pêra,10,0,0,10,10,0.0,Leiria 2009.pdf
Leiria,2009,Figueiró dos Vinhos,25,0,0,29,29,0.0,Leiria 2009.pdf
Leiria,2009,Leiria,648,17,57,747,821,2.6,Leiria 2009.pdf
Leiria,2009,Marinha Grande,161,1,10,188,199,0.6,Leiria 2009.pdf
Leiria,2009,Nazaré,60,2,3,65,70,3.3,Leiria 2009.pdf
Leiria,2009,Óbidos,60,0,1,77,78,0.0,Leiria 2009.pdf
Leiria,2009,Pedrógão Grande,30,0,6,35,41,0.0,Leiria 2009.pdf
Leiria,2009,Peniche,102,2,5,149,156,2.0,Leiria 2009.pdf
Leiria,2009,Pombal,341,13,45,443,501,3.8,Leiria 2009.pdf
Leiria,2009,Porto de Mós,128,2,11,153,166,1.6,Leiria 2009.pdf
Lisboa,2009,Alenquer,170,5,14,220,239,2.9,Lisboa 2009.pdf
Lisboa,2009,Amadora,399,4,18,462,484,1.0,Lisboa 2009.pdf
Lisboa,2009,Arruda Vinhos,42,1,1,50,52,2.4,Lisboa 2009.pdf
Lisboa,2009,Azambuja,146,9,19,226,254,6.2,Lisboa 2009.pdf
Lisboa,2009,Cadaval,50,0,4,62,66,0.0,Lisboa 2009.pdf
Lisboa,2009,Cascais,550,5,18,661,684,0.9,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2265,17,114,2600,2731,0.8,Lisboa 2009.pdf
Lisboa,2009,Loures,666,6,28,807,841,0.9,Lisboa 2009.pdf
Lisboa,2009,Lourinhã,83,1,5,99,105,1.2,Lisboa 2009.pdf
Lisboa,2009,Mafra,300,4,25,367,396,1.3,Lisboa 2009.pdf
Lisboa,2009,Odivelas,371,2,9,443,454,0.5,Lisboa 2009.pdf
Lisboa,2009,Oeiras,533,6,13,658,677,1.1,Lisboa 2009.pdf
Lisboa,2009,Sintra,933,6,31,1163,1200,0.6,Lisboa 2009.pdf
Lisboa,2009,S. Mte. Agraço,38,0,2,46,48,0.0,Lisboa 2009.pdf
Lisboa,2009,Torres Vedras,328,8,23,417,448,2.4,Lisboa 2009.pdf
Lisboa,2009,V. Franca Xira,390,5,32,460,497,1.3,Lisboa 2009.pdf
Portalegre,2009,Alter do Chão,11,1,2,14,17,9.1,Portalegre 2009.pdf
Portalegre,2009,Arronches,7,0,1,12,13,0.0,Portalegre 2009.pdf
Portalegre,2009,Avis,20,1,1,25,27,5.0,Portalegre 2009.pdf
Portalegre,2009,Campo Maior,18,1,2,20,23,5.6,Portalegre 2009.pdf
Portalegre,2009,Castelo de Vide,8,0,0,10,10,0.0,Portalegre 2009.pdf
Portalegre,2009,Crato,7,0,0,11,11,0.0,Portalegre 2009.pdf
Portalegre,2009,Elvas,98,2,21,117,140,2.0,Portalegre 2009.pdf
Portalegre,2009,Fronteira,4,0,0,7,7,0.0,Portalegre 2009.pdf
Portalegre,2009,Gavião,13,0,1,13,14,0.0,Portalegre 2009.pdf
Portalegre,2009,Marvão,5,0,0,5,5,0.0,Portalegre 2009.pdf
Portalegre,2009,Monforte,4,0,2,2,4,0.0,Portalegre 2009.pdf
Portalegre,2009,Nisa,21,2,1,27,30,9.5,Portalegre 2009.pdf
Portalegre,2009,Ponte de Sôr,48,1,8,57,66,2.1,Portalegre 2009.pdf
Portalegre,2009,Portalegre,58,0,17,68,85,0.0,Portalegre 2009.pdf
Portalegre,2009,Sousel,6,1,1,5,7,16.7,Portalegre 2009.pdf
Porto,2009,Amarante,201,4,6,297,307,2.0,Porto 2009.pdf
Porto,2009,Baião,43,4,7,49,60,9.3,Porto 2009.pdf
Porto,2009,Felgueiras,216,1,18,261,280,0.5,Porto 2009.pdf
Porto,2009,Gondomar,399,0,14,506,520,0.0,Porto 2009.pdf
Porto,2009,Lousada,144,2,9,176,187,1.4,Porto 2009.pdf
Porto,2009,Maia,373,4,14,501,519,1.1,Porto 2009.pdf
Porto,2009,Marco Canaveses,139,4,6,186,196,2.9,Porto 2009.pdf
Porto,2009,Matosinhos,457,6,18,556,580,1.3,Porto 2009.pdf
Porto,2009,Paços de Ferreira,165,2,7,224,233,1.2,Porto 2009.pdf
Porto,2009,Paredes,240,7,16,310,333,2.9,Porto 2009.pdf
Porto,2009,Penafiel,268,13,26,365,404,4.9,Porto 2009.pdf
Porto,2009,Porto,972,10,26,1135,1171,1.0,Porto 2009.pdf
Porto,2009,Póvoa de Varzim,205,2,18,248,268,1.0,Porto 2009.pdf
Porto,2009,Santo Tirso,216,4,17,269,290,1.9,Porto 2009.pdf
Porto,2009,Trofa,172,5,6,212,223,2.9,Porto 2009.pdf
Porto,2009,Valongo,278,2,8,343,353,0.7,Porto 2009.pdf
Porto,2009,Vila do Conde,285,2,21,359,382,0.7,Porto 2009.pdf
Porto,2009,Vila Nova de Gaia,827,3,31,1061,1095,0.4,Porto 2009.pdf
Santarém,2009,Abrantes,133,3,7,153,163,2.3,Santarém 2009.pdf
Santarém,2009,Alcanena,57,3,8,79,90,5.3,Santarém 2009.pdf
Santarém,2009,Almeirim,102,4,14,121,139,3.9,Santarém 2009.pdf
Santarém,2009,Alpiarça,46,2,3,50,55,4.3,Santarém 2009.pdf
Santarém,2009,Benavente,148,13,24,206,243,8.8,Santarém 2009.pdf
Santarém,2009,Cartaxo,121,3,8,157,168,2.5,Santarém 2009.pdf
Santarém,2009,Chamusca,60,1,7,73,81,1.7,Santarém 2009.pdf
Santarém,2009,Constância,14,1,1,16,18,7.1,Santarém 2009.pdf
Santarém,2009,Coruche,92,6,13,109,128,6.5,Santarém 2009.pdf
Santarém,2009,Entroncamento,28,0,4,34,38,0.0,Santarém 2009.pdf
Santarém,2009,Ferreira Zêzere,49,0,13,60,73,0.0,Santarém 2009.pdf
Santarém,2009,Golegã,27,0,5,35,40,0.0,Santarém 2009.pdf
Santarém,2009,Mação,23,0,0,27,27,0.0,Santarém 2009.pdf
Santarém,2009,Ourém,270,6,19,317,342,2.2,Santarém 2009.pdf
Santarém,2009,Rio Maior,115,6,14,148,168,5.2,Santarém 2009.pdf
Santarém,2009,Salvaterra Magos,78,6,7,97,110,7.7,Santarém 2009.pdf
Santarém,2009,Santarém,279,12,41,334,387,4.3,Santarém 2009.pdf
Santarém,2009,Sardoal,14,2,1,15,18,14.3,Santarém 2009.pdf
Santarém,2009,Tomar,176,3,12,228,243,1.7,Santarém 2009.pdf
Santarém,2009,Torres Novas,155,4,16,198,218,2.6,Santarém 2009.pdf
Santarém,2009,V. N. Barquinha,46,0,16,75,91,0.0,Santarém 2009.pdf
Setúbal,2009,Alcácer do Sal,93,8,19,124,151,8.6,Setúbal 2009.pdf
Setúbal,2009,Alcochete,52,1,8,59,68,1.9,Setúbal 2009.pdf
Setúbal,2009,Almada,387,4,16,500,520,1.0,Setúbal 2009.pdf
Setúbal,2009,Barreiro,193,10,21,234,265,5.2,Setúbal 2009.pdf
Setúbal,2009,Grândola,96,6,8,119,133,6.3,Setúbal 2009.pdf
Setúbal,2009,Moita,129,1,10,165,176,0.8,Setúbal 2009.pdf
Setúbal,2009,Montijo,241,9,20,293,322,3.7,Setúbal 2009.pdf
Setúbal,2009,Palmela,312,17,36,384,437,5.4,Setúbal 2009.pdf
Setúbal,2009,Santiago Cacem,123,6,15,145,166,4.9,Setúbal 2009.pdf
Setúbal,2009,Seixal,443,4,33,560,597,0.9,Setúbal 2009.pdf
Setúbal,2009,Sesimbra,115,1,9,135,145,0.9,Setúbal 2009.pdf
Setúbal,2009,Setúbal,400,4,20,491,515,1.0,Setúbal 2009.pdf
Setúbal,2009,Sines,66,5,8,74,87,7.6,Setúbal 2009.pdf
Viana do Castelo,2009,Arcos de Valdevez,67,0,1,85,86,0.0,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Caminha,63,0,5,90,95,0.0,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Melgaço,16,0,0,20,20,0.0,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Monção,54,4,5,66,75,7.4,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Paredes de Coura,28,1,2,37,40,3.6,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Ponte da Barca,36,2,1,36,39,5.6,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Ponte de Lima,188,4,15,234,253,2.1,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Valença,72,3,4,95,102,4.2,Viana do Castelo 2009.pdf
Viana do Castelo,2009,Viana do Castelo,308,8,15,380,403,2.6,Viana do Castelo 2009.pdf
Viana do Castelo,2009,V. Nova de Cerveira,52,3,2,63,68,5.8,Viana do Castelo 2009.pdf
Vila Real,2009,Alijó,35,1,3,41,45,2.9,Vila Real 2009.pdf
Vila Real,2009,Boticas,16,0,1,22,23,0.0,Vila Real 2009.pdf
Vila Real,2009,Chaves,131,6,7,168,181,4.6,Vila Real 2009.pdf
Vila Real,2009,Mesão Frio,14,0,0,25,25,0.0,Vila Real 2009.pdf
Vila Real,2009,Mondim de Basto,19,0,3,28,31,0.0,Vila Real 2009.pdf
Vila Real,2009,Montalegre,44,2,6,69,77,4.5,Vila Real 2009.pdf
Vila Real,2009,Murça,23,0,0,36,36,0.0,Vila Real 2009.pdf
Vila Real,2009,Peso da Régua,40,0,5,42,47,0.0,Vila Real 2009.pdf
Vila Real,2009,Ribeira de Pena,16,0,0,24,24,0.0,Vila Real 2009.pdf
Vila Real,2009,Sabrosa,19,0,0,22,22,0.0,Vila Real 2009.pdf
Vila Real,2009,Sta. Marta de Penaguião,14,0,0,16,16,0.0,Vila Real 2009.pdf
Vila Real,2009,Valpaços,44,1,5,58,64,2.3,Vila Real 2009.pdf
Vila Real,2009,V. Pouca de Aguiar,42,2,5,62,69,4.8,Vila Real 2009.pdf
Vila Real,2009,Vila Real,163,3,17,208,228,1.8,Vila Real 2009.pdf
Viseu,2009,Armamar,14,0,0,19,19,0.0,Viseu 2009.pdf
Viseu,2009,Carregal do Sal,39,2,1,46,49,5.1,Viseu 2009.pdf
Viseu,2009,Castro Daire,50,2,3,70,75,4.0,Viseu 2009.pdf
Viseu,2009,Cinfães,63,1,3,75,79,1.6,Viseu 2009.pdf
Viseu,2009,Lamego,86,2,7,110,119,2.3,Viseu 2009.pdf
Viseu,2009,Mangualde,95,1,4,133,138,1.1,Viseu 2009.pdf
Viseu,2009,Moimenta da Beira,33,0,2,56,58,0.0,Viseu 2009.pdf
Viseu,2009,Mortágua,35,1,3,37,41,2.9,Viseu 2009.pdf
Viseu,2009,Nelas,73,2,2,89,93,2.7,Viseu 2009.pdf
Viseu,2009,Oliveira de Frades,38,1,0,48,49,2.6,Viseu 2009.pdf
Viseu,2009,Penalva do Castelo,24,0,2,33,35,0.0,Viseu 2009.pdf
Viseu,2009,Penedono,7,0,2,7,9,0.0,Viseu 2009.pdf
Viseu,2009,Resende,24,0,2,27,29,0.0,Viseu 2009.pdf
Viseu,2009,Santa Comba Dão,39,1,4,56,61,2.6,Viseu 2009.pdf
Viseu,2009,S. João Pesqueira,22,0,2,30,32,0.0,Viseu 2009.pdf
Viseu,2009,S. Pedro do Sul,71,1,7,83,91,1.4,Viseu 2009.pdf
Viseu,2009,Satão,42,1,3,52,56,2.4,Viseu 2009.pdf
Viseu,2009,Sernancelhe,31,1,7,33,41,3.2,Viseu 2009.pdf
Viseu,2009,Tabuaço,21,0,0,41,41,0.0,Viseu 2009.pdf
Viseu,2009,Tarouca,13,0,3,18,21,0.0,Viseu 2009.pdf
Viseu,2009,Tondela,146,2,10,167,179,1.4,Viseu 2009.pdf
Viseu,2009,Vila Nova de Paiva,23,0,2,22,24,0.0,Viseu 2009.pdf
Viseu,2009,Viseu,396,8,19,498,525,2.0,Viseu 2009.pdf
Viseu,2009,Vouzela,90,3,4,123,130,3.3,Viseu 2009.pdf
Évora,2009,Alandroal,29,3,4,27,34,10.3,Évora 2009.pdf
Évora,2009,Arraiolos,26,2,5,32,39,7.7,Évora 2009.pdf
Évora,2009,Borba,17,0,4,21,25,0.0,Évora 2009.pdf
Évora,2009,Estremoz,67,3,2,95,100,4.5,Évora 2009.pdf
Évora,2009,Évora,159,5,19,196,220,3.1,Évora 2009.pdf
Évora,2009,Montemor-o-Novo,58,7,10,78,95,12.1,Évora 2009.pdf
Évora,2009,Mora,14,2,0,20,22,14.3,Évora 2009.pdf
Évora,2009,Mourão,4,0,1,4,5,0.0,Évora 2009.pdf
Évora,2009,Portel,18,0,6,14,20,0.0,Évora 2009.pdf
Évora,2009,Redondo,30,1,5,28,34,3.3,Évora 2009.pdf
Évora,2009,R.de Monsaraz,30,1,6,34,41,3.3,Évora 2009.pdf
Évora,2009,Vendas Novas,55,4,9,67,80,7.3,Évora 2009.pdf
Évora,2009,Viana do Alentejo,18,0,1,25,26,0.0,Évora 2009.pdf
Évora,2009,Vila Viçosa,12,0,2,12,14,0.0,Évora 2009.pdf
Aveiro,2011,Águeda,213,11,19,238,268,4.7,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Albergaria-a-Velha,122,2,7,150,159,2.2,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Anadia,122,3,4,152,159,0.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Arouca,59,1,3,70,74,1.6,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Aveiro,377,5,13,446,464,1.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Castelo de Paiva,45,1,3,55,59,6.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Espinho,102,1,2,118,121,2.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Estarreja,114,5,9,142,156,5.1,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Ílhavo,154,3,8,174,185,1.2,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Mealhada,81,2,5,100,107,0.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Murtosa,32,1,2,43,46,0.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Oliveira de Azeméis,188,5,8,216,229,4.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Oliveira do Bairro,96,1,4,115,120,3.1,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Ovar,231,6,13,296,315,2.8,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,S. Maria da Feira,489,10,21,633,664,0.6,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,S. João da Madeira,57,1,2,64,67,0.0,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Sever do Vouga,52,2,6,60,68,9.8,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Vagos,115,8,1,133,142,1.5,Aveiro 2011- vítimas a 30 dias.pdf
Aveiro,2011,Vale de Cambra,70,1,1,88,90,1.9,Aveiro 2011- vítimas a 30 dias.pdf
Beja,2011,Aljustrel,34,4,6,41,51,11.8,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Almodôvar,20,1,4,19,24,5.0,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Alvito,5,0,1,4,5,0.0,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Barrancos,2,0,1,1,2,0.0,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Beja,104,4,13,128,145,3.8,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Castro Verde,28,1,8,36,45,3.6,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Cuba,9,0,1,10,11,0.0,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Ferreira do Alentejo,47,5,10,63,78,10.6,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Mértola,27,2,1,38,41,7.4,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Moura,29,2,2,33,37,6.9,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Odemira,96,8,15,107,130,8.3,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Ourique,37,7,8,39,54,18.9,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Serpa,32,6,11,34,51,18.8,Beja 2011- vítimas a 30 dias.pdf
Beja,2011,Vidigueira,12,3,0,10,13,25.0,Beja 2011- vítimas a 30 dias.pdf
Braga,2011,Amares,80,4,10,96,110,5.0,Braga 2011- vítimas a 30 dias.pdf
Braga,2011,Barcelos,344,9,19,430,458,2.6,Braga 2011- vítimas a 30 dias.pdf
Braga,2011,Braga,504,7,49,568,624,1.4,Braga 2011- vítimas a 30 dias.pdf
Braga,2011,Cab. de Basto,57,5,4,65,74,8.8,Braga 2011- vítimas a 30 dias.pdf
Braga,2011,Celorico de Basto,45,2,3,64,69,4.4,Braga 2011- vítimas a 30 dias.pdf
